bg_id,ward_id
170313511003,4
170315603001,22
170310402022,40
170316603011,16
170316711001,16
170316911004,6
170310802013,2
170310810001,2
170310813003,2
170318390004,4
170314109001,5
170316115001,15
170312831002,28
170318312002,35
170311913022,36
170318401002,11
170310609001,46
170312408001,1
170310204002,50
170316604002,23
170316203006,13
170316009004,11
170315808001,15
170318126001,29
170316203002,13
170310301042,48
170310307032,48
170310701031,43
170311406021,35
170310307022,48
170310608001,46
170310609005,46
170310631002,44
170310633024,44
170310630003,44
170310701032,43
170318321003,46
170318321001,46
170318436001,4
170314603024,7
170318388002,10
170310701021,43
170318347003,20
170315611001,23
170315611006,13
170317203001,19
170316608004,17
170318207001,22
170317102002,17
170313017013,22
170316009002,11
170313807001,3
170314205001,20
170312515001,37
170318387003,24
170317608021,38
170310802011,2
170314601002,7
170311503003,38
170311510021,31
170312001001,31
170312426002,1
170312309002,26
170310317004,46
170310627001,32
170310321005,46
170310633021,44
170310701012,43
170310715006,43
170315502002,10
170310208022,40
170310627002,32
170318209011,13
170317104004,17
170315611005,13
170318315001,36
170311908003,31
170311909001,31
170311910001,36
170311910002,36
170311911002,36
170318322001,32
170318322002,32
170318310002,32
170312222001,32
170312222002,32
170318324002,1
170318324001,1
170312227002,1
170312421002,1
170312422001,2
170318318001,39
170310601002,47
170317404002,19
170316706002,15
170314212002,20
170312205003,32
170310307031,48
170310308001,48
170310308004,48
170310309004,40
170310311001,47
170310311003,47
170310312003,48
170310705001,43
170310705002,2
170310706001,32
170310707001,32
170310707002,32
170312228001,1
170312301001,26
170312304001,26
170312305001,26
170312306003,26
170318369001,27
170314607001,10
170311801001,36
170318208002,14
170317105002,21
170312105012,30
170312309001,26
170312424002,2
170318133011,29
170310314002,46
170310314001,46
170318307002,46
170310317003,46
170310318001,47
170310402024,40
170310402014,40
170310402012,40
170310710001,43
170310711002,43
170310712001,43
170310713001,43
170310715003,43
170310715002,43
170310715004,43
170310717001,43
170318326003,43
170311003005,41
170311003006,41
170311005001,41
170311006001,45
170311007002,45
170314607002,10
170314313021,7
170314401022,8
170316114002,15
170316502003,13
170316605001,23
170316909003,6
170317004013,18
170317302015,21
170318203004,23
170310801003,43
170310804001,27
170318383001,27
170310812012,42
170311007005,41
170311101001,39
170311101003,45
170311101004,45
170311103002,45
170311103003,45
170311103004,45
170311103005,45
170311506003,36
170311507003,36
170311508001,45
170311508003,30
170311511004,36
170311512001,36
170311601002,39
170311602002,39
170311602004,45
170311603003,39
170311604001,35
170318407002,12
170316303001,14
170310403002,40
170310403003,40
170310404021,40
170310404025,47
170310404023,40
170310406001,47
170310406002,47
170310407002,47
170310407003,47
170310408001,47
170310409002,47
170310402021,40
170311104003,45
170311105012,45
170311201001,41
170311201002,41
170311202002,41
170311202003,39
170311202004,39
170311604002,45
170311604003,39
170311607005,33
170311608002,33
170311608003,35
170311610001,45
170311610002,45
170311611001,45
170312504004,29
170312511004,37
170318365001,4
170310505003,47
170310505004,47
170310506001,47
170310506002,47
170310507001,47
170310509001,32
170310514002,32
170318437002,32
170310601001,47
170310601003,47
170310815002,42
170310815003,42
170310818003,42
170310901002,41
170310901003,41
170311203001,39
170311203002,39
170311203003,39
170311203005,39
170311203006,39
170311204002,39
170311204003,45
170311611002,45
170311612002,30
170311613003,30
170311613004,30
170311701001,38
170311702001,38
170311702002,36
170311703001,38
170311704002,38
170311705002,38
170311912001,36
170311912002,36
170318315002,29
170312001002,31
170312001003,31
170312002001,31
170311001003,45
170311001004,45
170311001001,39
170311002001,41
170311002002,41
170311002003,41
170311303001,39
170318318002,39
170311401002,33
170311404001,39
170311405001,39
170311405002,39
170318312001,26
170312101002,33
170312101003,33
170318311001,35
170318311004,30
170318311003,30
170312104001,31
170312306004,26
170312306006,37
170312307002,26
170312309003,26
170312312001,27
170312312003,27
170312312004,27
170312312005,37
170318421006,37
170318421002,37
170312315001,27
170317108002,21
170313902002,4
170310502001,47
170312107002,33
170311407012,33
170311504012,38
170311504021,38
170311504013,45
170311505011,38
170311505012,38
170311706002,38
170311707001,38
170311707002,38
170311707003,38
170311708003,38
170311709001,29
170311710002,36
170311710003,36
170311710005,38
170311710006,29
170311711002,36
170318423001,27
170312403001,32
170318310001,32
170312423001,2
170312503001,37
170312503003,37
170312504002,29
170312505001,29
170318306001,40
170310202001,50
170310204001,50
170310204003,50
170310206021,50
170310207022,50
170311801004,36
170318316002,36
170318316004,29
170311901001,31
170311902001,31
170311903001,31
170311903003,31
170311904021,30
170311904012,30
170311904011,36
170312106022,35
170312108001,33
170312109002,33
170312203001,32
170312203002,1
170312205001,32
170312206023,35
170312426004,26
170312427001,26
170312429001,1
170310207012,40
170310208024,50
170310208014,40
170310208011,40
170310208023,50
170310301041,48
170310302001,48
170310302002,48
170310302004,48
170310304001,40
170310603001,47
170310604001,44
170310604003,47
170318319001,44
170310626001,32
170310627003,32
170310629002,44
170312210001,35
170312211001,32
170312211002,26
170312213002,1
170312214001,1
170312216001,32
170312216002,32
170312410002,26
170312423002,2
170314106001,5
170312413001,2
170312414001,1
170312414004,1
170312415001,2
170312415003,1
170312421001,1
170315501004,10
170317112003,21
170316502002,23
170313107001,25
170315906002,12
170312916001,24
170314303002,5
170310717002,43
170310304002,40
170310305001,48
170310305004,48
170312608001,28
170314402011,6
170318316006,29
170318105024,38
170314604001,7
170311404002,39
170312433001,27
170312434002,27
170318423002,27
170312502002,37
170311908001,31
170318421003,37
170310602001,47
170312226001,1
170310512002,47
170312410001,1
170310713002,43
170310309001,40
170310703002,43
170310704001,43
170310704002,43
170310704003,43
170318318003,39
170312215002,1
170311607002,33
170310604002,44
170310404012,40
170312514001,29
170318398003,11
170317707001,41
170314305001,5
170311908004,31
170311711001,36
170318233044,19
170316604003,23
170317106002,21
170315609001,23
170313016002,22
170315907001,12
170317404001,19
170316111002,20
170314302002,5
170312506004,29
170312213003,1
170314503004,8
170314207003,20
170318415001,24
170314102001,4
170311201003,41
170311404003,39
170310602002,47
170312312002,27
170310629001,44
170316112001,20
170313017012,22
170316914003,6
170311703003,38
170318439003,5
170318439005,5
170310314005,46
170319800001,41
170310301012,48
170311407022,33
170318264012,9
170318234001,19
170313815001,3
170313817001,3
170313818001,3
170313818002,3
170313819001,4
170313819002,3
170313901001,4
170313902001,4
170313903002,4
170313904001,4
170314605003,8
170314605004,8
170314605005,8
170314605006,8
170314605007,8
170314607003,10
170315501001,10
170315501002,10
170315501003,10
170316201001,23
170316120001,20
170316201002,23
170316201003,23
170316202001,23
170316202002,23
170316203003,13
170312515002,37
170312515003,37
170312516001,37
170312516002,37
170312516003,37
170318314001,29
170312607001,28
170318419002,11
170312838001,25
170312838002,11
170315501005,10
170315502001,10
170315601001,22
170316304001,14
170316203004,13
170316203005,13
170316204001,23
170316204002,23
170316204003,13
170316204004,13
170316301001,15
170316302001,14
170316303002,14
170316304002,14
170316304003,14
170318429004,28
170318386002,28
170318386001,28
170318430001,24
170313904002,4
170313905001,4
170313906001,4
170313906002,4
170313907002,4
170318361003,4
170318361001,3
170318361002,3
170314801001,8
170314802001,8
170314803001,8
170314803002,8
170314804001,7
170314804002,7
170314804003,8
170314804004,8
170314804005,8
170315602001,22
170315602002,22
170315604001,14
170312002003,31
170310206013,50
170310625001,47
170310817001,2
170310314004,46
170310402023,40
170310309002,40
170310308003,48
170310710002,43
170310505001,47
170312411001,26
170312227001,1
170316501002,23
170317705002,41
170316501004,23
170317304004,21
170316716002,17
170315610005,13
170317108005,17
170310403001,40
170310603002,47
170312302001,26
170318117011,41
170317401003,19
170315609002,23
170316910004,6
170316708001,16
170314903002,9
170317107003,21
170315807003,15
170316806001,16
170316309001,14
170314913001,34
170315806004,15
170316117002,16
170313108001,25
170317114003,21
170316203001,13
170312521022,29
170314205002,20
170314802002,8
170318131002,29
170311708002,38
170317708001,38
170311503004,38
170318398001,11
170314203001,20
170312513003,29
170314004002,20
170318109001,29
170311906023,30
170311908005,31
170317105003,17
170316118002,16
170316119002,20
170316910002,6
170318363002,5
170312511003,37
170311504022,38
170318312003,35
170313302001,3
170316111001,20
170316811003,6
170317102001,17
170314913004,34
170311510012,31
170312306005,37
170310611001,44
170314908005,9
170313504001,3
170312521021,29
170313108002,25
170316909002,6
170318109004,29
170311911006,36
170316720003,17
170315608003,14
170318381001,27
170313802002,3
170310315021,46
170312402001,32
170310511001,32
170310312001,46
170310313004,46
170310315013,46
170310608002,46
170310314006,46
170310315022,46
170310321003,46
170310404013,40
170310402011,40
170310609002,46
170310621003,44
170310620001,44
170310631001,44
170310315011,46
170310315023,46
170310321004,46
170310321002,46
170310608003,46
170310619012,44
170310619011,46
170310619013,44
170310621002,44
170310621001,44
170310620002,44
170310632003,44
170310632005,44
170310632001,44
170310633022,44
170310633012,44
170310633011,44
170310634002,44
170312606002,28
170312607002,28
170312705001,28
170312718001,28
170312712001,28
170312713001,28
170312827002,28
170317201002,19
170317103001,17
170317104005,18
170317112004,18
170317109002,21
170317110002,21
170317114002,21
170317202003,19
170318349002,17
170318346004,20
170318346003,20
170318348003,20
170318348001,16
170318348002,16
170318418001,8
170315305033,9
170310630002,44
170310634001,44
170310633023,44
170310701011,43
170310714002,43
170310714004,43
170310702002,43
170310718001,43
170310801005,43
170310715005,2
170310803004,27
170317003013,18
170310810003,2
170310803002,2
170310702003,43
170310701022,43
170310701023,43
170310714003,43
170310714001,43
170310715001,43
170310803003,27
170310803001,2
170310802012,2
170310801004,43
170310801006,43
170310801001,43
170310802021,2
170310810004,27
170310810006,2
170310811002,2
170310811001,2
170318434001,22
170312801001,42
170318382001,28
170310206011,50
170312832001,28
170313103001,25
170312924002,24
170311913012,36
170317203003,19
170317205002,19
170317307002,34
170317207002,19
170317501003,34
170317304003,34
170317306002,34
170317305004,34
170313018023,22
170313018022,22
170310810005,2
170310306043,48
170310301023,48
170310812011,42
170310816001,42
170310815001,42
170310813006,2
170310813004,2
170310814012,42
170310814011,42
170311003002,41
170317608033,41
170311105014,45
170311403011,35
170310633031,44
170310812013,42
170310813005,2
170310813001,2
170310813002,2
170310814033,42
170313201003,42
170318390003,4
170314307002,7
170314314004,7
170314101002,5
170314109002,5
170313903001,4
170313511002,4
170313018012,22
170315702001,14
170313105001,25
170313106003,25
170316006002,11
170313204001,42
170313302002,25
170312206012,35
170317402004,19
170317402003,19
170317403002,19
170317404004,19
170317506004,34
170317505003,34
170317505004,34
170310209021,40
170310203013,50
170310203023,50
170318319002,47
170318320001,44
170310701013,43
170318325001,2
170311406022,35
170311406011,35
170311606012,33
170311504014,38
170311505022,38
170312105011,30
170312105021,30
170312207011,31
170312106012,35
170312212001,32
170312206021,32
170312206024,35
170312209012,26
170313511001,4
170318392003,4
170313501002,4
170313301003,3
170313012003,12
170313007003,22
170313009003,12
170312105023,30
170312420003,27
170318429002,28
170310816002,2
170310812021,2
170313406001,3
170313514001,3
170313801001,4
170313812002,3
170311505013,38
170313814001,3
170313907001,4
170314003001,20
170317707002,41
170310802022,2
170311504023,38
170311407021,33
170311605022,33
170311606023,33
170311913021,36
170312209021,35
170312209022,35
170318107022,29
170318116002,41
170318325002,2
170318326002,2
170318323001,32
170318383002,27
170311105013,45
170318318005,39
170318108003,29
170318109002,29
170318109003,29
170318115001,38
170312209011,35
170317003012,18
170312420001,2
170310105031,49
170311105022,45
170312519002,28
170312519004,29
170312819003,42
170310812024,2
170310718002,43
170312519003,37
170312519001,28
170317608012,41
170317608032,41
170317608031,41
170310632002,44
170310619024,44
170310619022,44
170312212002,32
170314004001,20
170314201001,5
170314202001,20
170318116001,38
170318418002,5
170314309002,8
170314312002,8
170314312001,8
170314313023,7
170312522025,29
170318391002,42
170315401022,9
170316503013,13
170316503014,13
170314909012,9
170317003023,18
170317003024,18
170318317001,45
170311510022,30
170311906022,30
170312207022,31
170318421001,37
170318367001,27
170318367002,27
170318366001,27
170318382002,27
170310209022,40
170318390002,25
170310307061,48
170319801001,23
170313011001,12
170313009001,12
170310102022,49
170313012002,24
170318111005,38
170316915002,8
170314402021,6
170314403002,6
170316913002,6
170314701001,8
170314503001,8
170314601001,10
170317004011,18
170317302012,21
170313018033,22
170313018031,22
170317005016,18
170310307033,48
170315805013,15
170310814031,42
170318104003,41
170318330002,27
170318330001,27
170318313001,37
170318430002,24
170318378001,27
170318374001,27
170313018011,22
170310814021,42
170313515001,3
170313501001,4
170313510002,4
170314101001,4
170310206024,50
170314109003,5
170314301011,5
170314301012,5
170318439004,5
170310102021,49
170318133013,29
170314805003,7
170314610001,10
170314701002,8
170315103002,7
170314801002,8
170314805002,10
170318108002,38
170318371001,27
170318370002,27
170318368001,28
170318374002,28
170318370001,27
170318373001,28
170318331003,27
170314307001,7
170314314001,7
170314401021,8
170314401024,8
170310619023,44
170315305021,9
170315401023,9
170315805023,15
170315401014,9
170310202003,50
170310401001,40
170310305003,48
170314906001,21
170314904001,9
170314905002,9
170314908003,9
170314909021,9
170314910004,34
170314910002,34
170314910005,34
170318204002,23
170318217003,19
170317706021,41
170316308002,16
170316308003,16
170318351002,16
170316308001,16
170318381002,27
170318378002,27
170318380002,27
170318380001,27
170318331001,25
170318333001,25
170318390001,4
170316403006,13
170316403003,13
170316404001,13
170316405002,23
170316406001,13
170316403005,13
170316308004,16
170316309003,14
170316401001,13
170316403001,13
170316403002,13
170316309002,23
170318314002,29
170316103003,12
170310207024,50
170317003022,18
170310609003,46
170310404024,40
170310404022,40
170310633032,44
170310314003,46
170311403021,39
170310404014,47
170310501002,47
170310502002,47
170310502003,47
170310703001,43
170318422001,27
170310818002,42
170310817002,42
170311001002,39
170314914003,9
170314914002,9
170315003002,9
170315202003,10
170316305001,14
170316305002,14
170315101002,10
170315102003,10
170315206001,10
170316305003,14
170316305004,14
170318351003,16
170318079003,41
170318429003,25
170318429001,28
170318412002,25
170318387001,24
170313201004,42
170318416001,24
170318417001,24
170318407003,24
170311403022,39
170311406024,35
170311510023,31
170311907021,30
170311907022,31
170311906021,30
170312004022,35
170312004023,35
170312207023,31
170312207024,35
170312105022,30
170312206011,35
170312522022,28
170311006004,41
170311004003,41
170311005004,41
170311005005,41
170311502002,45
170315201001,10
170315203004,10
170315205002,10
170315301002,9
170315301001,9
170315302005,34
170315302004,34
170315501006,10
170318435001,12
170318413002,25
170318305003,22
170318402001,11
170318404001,12
170312522024,28
170312521024,29
170317608011,41
170314402013,6
170315401012,9
170315305013,34
170315305014,9
170314909013,9
170314909011,9
170317004014,18
170315805012,12
170314401012,8
170311502004,45
170311301003,50
170311303003,39
170311404005,39
170311407011,33
170311606013,33
170311502001,45
170311510011,31
170311607003,33
170315602003,22
170315603002,22
170315703004,14
170315607002,14
170316404002,23
170316403004,13
170315807002,12
170315907002,11
170318133021,24
170318391001,42
170318410001,4
170318411003,11
170318355001,3
170318395001,4
170318396002,3
170310804002,27
170310804003,2
170310810002,2
170317113001,21
170317113002,21
170317114001,21
170317115001,21
170317115002,21
170317201003,19
170317706022,41
170316904001,20
170317104003,17
170312315004,27
170317201001,19
170317202001,19
170317202002,19
170317708002,41
170317709013,41
170317709014,41
170317709011,41
170317709012,41
170317709021,41
170317709022,41
170318081001,41
170312408002,1
170312411002,26
170312412001,1
170312412002,1
170312414002,1
170312414003,1
170312415002,2
170312416001,2
170312416002,2
170318208001,22
170318209021,18
170318209022,18
170318257001,10
170318227012,19
170318227021,19
170318257003,10
170318258013,10
170318211022,18
170318211023,18
170318211024,18
170318212001,34
170318212004,34
170318228011,19
170318228012,19
170318228022,19
170318228023,19
170318214011,34
170318214012,34
170318214021,34
170318214022,34
170318216001,19
170318216002,18
170318216004,18
170318216005,18
170318232001,19
170318217004,19
170318217005,19
170318219001,19
170318219002,19
170318233031,19
170318219004,19
170318220001,18
170318220002,18
170318220003,18
170318221011,18
170318219003,19
170318233032,19
170318233035,19
170318233041,19
170318233042,19
170318233045,19
170318235001,19
170318265001,9
170318203001,23
170318203002,23
170318203003,23
170318204003,23
170318205021,23
170311507002,30
170311507004,38
170311508004,45
170311508005,45
170311510024,30
170311511001,30
170311511002,30
170311511003,30
170311512002,30
170311512003,36
170310505002,47
170311601001,39
170311602001,39
170311602003,39
170311603001,39
170311603002,39
170311605011,33
170311605023,35
170311606021,33
170311606022,33
170310712002,43
170311607001,33
170311607004,33
170311608001,33
170311608004,35
170311608005,33
170311609001,45
170311609002,30
170311612001,30
170311613001,30
170311613002,30
170311702003,38
170310811003,2
170310207011,40
170311703002,38
170311703004,38
170311703005,38
170311704001,38
170311704003,38
170311704004,38
170311705001,38
170311706001,38
170311708001,38
170311710001,38
170311710004,38
170311711003,36
170311801002,36
170311801003,36
170311801005,29
170318316001,36
170318316005,36
170318316003,29
170311902002,31
170311902003,31
170311902004,31
170311903002,31
170311903004,31
170310107022,49
170310301021,48
170310301013,48
170311906011,30
170311906012,30
170311907023,30
170311908002,31
170311911001,36
170311904022,30
170311911003,36
170311911004,36
170310818001,42
170311911005,36
170311913013,36
170312002002,31
170312002004,31
170312003001,35
170312003002,31
170312004021,35
170311303004,39
170311408003,33
170311605012,35
170318322003,32
170312912001,24
170318428006,15
170310819001,27
170310901001,41
170310901004,41
170310902001,41
170310902002,41
170310902003,41
170310902004,41
170310902005,41
170310903001,41
170311001005,45
170312004011,36
170312101001,33
170318311002,30
170312104002,31
170312106011,35
170312106023,35
170312106013,35
170312107001,33
170318351004,15
170316706001,15
170316909001,6
170318233043,19
170311002004,41
170311002005,41
170311002006,41
170311002007,41
170311003001,41
170311003003,41
170311003004,41
170311004001,41
170311004002,41
170318309001,32
170318309003,32
170318309002,32
170312204001,32
170312205002,32
170310801002,43
170310812022,42
170311403012,39
170312207012,31
170312206022,35
170312522012,28
170311005002,41
170311005003,41
170310105021,49
170310619021,44
170311006002,41
170311006003,41
170311007001,45
170311007003,41
170312206025,35
170312210002,26
170312211003,35
170311007004,41
170311101002,45
170311101005,39
170311102001,45
170311102002,45
170311103001,45
170312213001,1
170312214002,1
170312214003,1
170312215001,1
170312225001,1
170312229001,26
170312303001,26
170312304002,26
170311104002,45
170311105015,45
170311105021,45
170311105011,45
170311201004,41
170312306001,26
170312307001,26
170312307003,26
170312307004,26
170312308001,26
170318366002,26
170312311001,27
170318421004,37
170311202001,41
170311203004,39
170311204001,39
170311301001,39
170311301002,39
170311303002,39
170318318004,39
170311401001,33
170318421005,28
170312315002,27
170312315003,27
170311402001,33
170311402002,33
170311402003,33
170311404004,39
170311405003,39
170311407024,33
170311407023,33
170310812023,2
170317608034,41
170311408002,33
170311408004,33
170311408005,33
170311502005,45
170311502003,45
170311503001,45
170311503002,38
170311503005,38
170311504011,45
170311505023,38
170311506001,38
170311506002,36
170311506004,38
170311507001,38
170311505021,38
170312207013,31
170310107024,49
170312502001,37
170312522013,29
170310307062,48
170313404001,11
170314005001,20
170314606001,7
170314909023,9
170315401021,9
170315204003,10
170316603023,16
170317107002,21
170310619014,44
170310105013,49
170310209012,40
170310306013,48
170310307021,48
170317105004,18
170317302022,21
170317306003,34
170311605021,35
170314402014,6
170310802023,2
170310301011,48
170316405001,23
170316609001,17
170318219005,19
170310632006,44
170318371002,27
170318331002,25
170318415002,24
170314401013,8
170314313011,7
170317005015,18
170310633013,44
170314301022,5
170314301023,5
170314301021,5
170314301013,5
170314301014,5
170316603022,16
170311403023,39
170311406023,35
170310101002,49
170310103002,49
170311705004,38
170311705003,38
170311913011,36
170311907012,31
170311907011,30
170312209013,26
170312004012,35
170312109001,33
170312107003,33
170316007002,11
170316108001,11
170315305032,34
170316110001,20
170316120002,20
170316112002,20
170316119001,20
170316118001,16
170316121001,20
170318133022,24
170318365002,4
170318364003,4
170318355002,3
170318357001,3
170318356001,3
170318356002,3
170318359002,3
170318359003,3
170318359001,3
170310103004,49
170310201002,49
170310102011,49
170310103001,49
170310104002,49
170310104001,49
170310105032,49
170310107021,49
170310205001,50
170313011002,12
170310313005,48
170313907003,5
170312204002,32
